Inv Number,Ven Code,Ven Name,Store,Str Name,PO Number,RCR Number,RCR Date,RCR Amount,EFD Rate,EFD Amount,EFD Notes                                                                                      
EFD014665817,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000020875,0000014401,150928,         6901.2000 ,   .35,           24.1542 ,EFD_EDI_093015                                       
EFD014665818,010009,ABSOLUTE SALES CORPORATION         ,00856,NENEM   ,0000020876,0000014575,150928,          326.4000 ,   .35,            1.1424 ,EFD_EDI_093015                                       
EFD014665819,010009,ABSOLUTE SALES CORPORATION         ,00857,NESBSSJ ,0000016841,0000012106,150916,         5757.7392 ,   .35,           20.1521 ,EFD_EDI_093015                                       
EFD014665819,010009,ABSOLUTE SALES CORPORATION         ,00857,NESBSSJ ,0000018549,0000013924,150926,         2244.6136 ,   .35,            7.8561 ,EFD_EDI_093015                                       
EFD014665819,010009,ABSOLUTE SALES CORPORATION         ,00857,NESBSSJ ,0000020877,0000014129,150926,         2961.5592 ,   .35,           10.3655 ,EFD_EDI_093015                                       
EFD014665820,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000018551,0000012990,150921,        11415.3192 ,   .35,           39.9536 ,EFD_EDI_093015                                       
EFD014665820,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000020879,0000014524,150928,         8535.9516 ,   .35,           29.8758 ,EFD_EDI_093015                                       
EFD014665821,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000015541,0000012715,150919,         7482.6688 ,   .35,           26.1893 ,EFD_EDI_093015                                       
EFD014665821,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000016844,0000012717,150919,         3437.6664 ,   .35,           12.0318 ,EFD_EDI_093015                                       
EFD014665822,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000018553,0000013011,150921,         9024.0118 ,   .35,           31.5840 ,EFD_EDI_093015                                       
EFD014665822,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000020881,0000014397,150928,        10609.6968 ,   .35,           37.1339 ,EFD_EDI_093015                                       
EFD014665823,010009,ABSOLUTE SALES CORPORATION         ,00862,NEBSSCR ,0000018554,0000013281,150923,         5503.1904 ,   .35,           19.2612 ,EFD_EDI_093015                                       
EFD014665823,010009,ABSOLUTE SALES CORPORATION         ,00862,NEBSSCR ,0000020882,0000014550,150928,         4432.7316 ,   .35,           15.5146 ,EFD_EDI_093015                                       
EFD014665824,010009,ABSOLUTE SALES CORPORATION         ,00863,NESBSBL ,0000016846,0000014084,150926,          652.8000 ,   .35,            2.2848 ,EFD_EDI_093015                                       
EFD014665824,010009,ABSOLUTE SALES CORPORATION         ,00863,NESBSBL ,0000018555,0000014085,150926,         5501.7504 ,   .35,           19.2561 ,EFD_EDI_093015                                       
EFD014665825,010013,ACS MFG. CORP.                     ,00855,NESUP   ,0000018652,0000013975,150926,         6286.8960 ,  1.00,           62.8690 ,EFD_EDI_093015                                       
EFD014665825,010013,ACS MFG. CORP.                     ,00855,NESUP   ,0000018684,0000013979,150926,        38933.2440 ,  1.00,          389.3324 ,EFD_EDI_093015                                       
EFD014665826,010013,ACS MFG. CORP.                     ,00857,NESBSSJ ,0000018687,0000013358,150923,         3487.4280 ,  1.00,           34.8743 ,EFD_EDI_093015                                       
EFD014665827,010013,ACS MFG. CORP.                     ,00858,NESSA   ,0000018656,0000014396,150928,         4572.2880 ,  1.00,           45.7229 ,EFD_EDI_093015                                       
EFD014665827,010013,ACS MFG. CORP.                     ,00858,NESSA   ,0000018688,0000014395,150928,        20839.8960 ,  1.00,          208.3990 ,EFD_EDI_093015                                       
EFD014665828,010013,ACS MFG. CORP.                     ,00859,NESBSCI ,0000018657,0000013485,150923,         6202.2240 ,  1.00,           62.0222 ,EFD_EDI_093015                                       
EFD014665828,010013,ACS MFG. CORP.                     ,00859,NESBSCI ,0000018689,0000013484,150923,        38160.6120 ,  1.00,          381.6061 ,EFD_EDI_093015                                       
EFD014665829,010013,ACS MFG. CORP.                     ,00860,NESBSBA ,0000018658,0000013482,150923,         2010.9600 ,  1.00,           20.1096 ,EFD_EDI_093015                                       
EFD014665829,010013,ACS MFG. CORP.                     ,00860,NESBSBA ,0000018690,0000013483,150923,        10589.2920 ,  1.00,          105.8929 ,EFD_EDI_093015                                       
EFD014665830,010013,ACS MFG. CORP.                     ,00861,NESBSPA ,0000018659,0000013432,150923,         1905.1200 ,  1.00,           19.0512 ,EFD_EDI_093015                                       
EFD014665830,010013,ACS MFG. CORP.                     ,00861,NESBSPA ,0000018692,0000013431,150923,         8985.8160 ,  1.00,           89.8582 ,EFD_EDI_093015                                       
EFD014665831,010013,ACS MFG. CORP.                     ,00862,NEBSSCR ,0000018660,0000013935,150926,        35043.6240 ,  1.00,          350.4362 ,EFD_EDI_093015                                       
EFD014665832,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000012846,0000012128,150916,        36557.1360 ,  1.00,          365.5714 ,EFD_EDI_093015                                       
EFD014665832,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000014968,0000012129,150916,        20956.3200 ,  1.00,          209.5632 ,EFD_EDI_093015                                       
EFD014665833,010014,ADESTECK MARKETING                 ,00858,NESSA   ,0000016976,0000012056,150917,         1321.6752 ,  6.50,           85.9089 ,EFD_CHA_093015                                       
EFD014665834,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000017364,0000012385,150918,        95758.4976 ,   .35,          335.1547 ,EFD_EDI_093015                                       
EFD014665834,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000017377,0000012381,150918,         2977.7856 ,   .35,           10.4222 ,EFD_EDI_093015                                       
EFD014665834,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000018222,0000014788,150929,       156339.6300 ,   .35,          547.1887 ,EFD_EDI_093015                                       
EFD014665834,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000019301,0000014789,150929,         9322.4160 ,   .35,           32.6285 ,EFD_EDI_093015                                       
EFD014665834,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000019337,0000014785,150929,        38066.5836 ,   .35,          133.2330 ,EFD_EDI_093015                                       
EFD014665834,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000019626,0000014787,150929,         2810.4984 ,   .35,            9.8367 ,EFD_EDI_093015                                       
EFD014665834,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000019631,0000014786,150929,        11241.9936 ,   .35,           39.3470 ,EFD_EDI_093015                                       
EFD014665835,010020,ALASKA MILK CORP.                  ,00856,NENEM   ,0000017365,0000012374,150918,        24868.6320 ,   .35,           87.0402 ,EFD_EDI_093015                                       
EFD014665835,010020,ALASKA MILK CORP.                  ,00856,NENEM   ,0000018225,0000014762,150929,       148198.4760 ,   .35,          518.6947 ,EFD_EDI_093015                                       
EFD014665835,010020,ALASKA MILK CORP.                  ,00856,NENEM   ,0000019302,0000014759,150929,          733.3344 ,   .35,            2.5667 ,EFD_EDI_093015                                       
EFD014665835,010020,ALASKA MILK CORP.                  ,00856,NENEM   ,0000019338,0000014760,150929,        11511.4080 ,   .35,           40.2899 ,EFD_EDI_093015                                       
EFD014665835,010020,ALASKA MILK CORP.                  ,00856,NENEM   ,0000019632,0000014761,150929,        11241.9936 ,   .35,           39.3470 ,EFD_EDI_093015                                       
EFD014665836,010020,ALASKA MILK CORP.                  ,00857,NESBSSJ ,0000017366,0000012758,150919,         7040.8728 ,   .35,           24.6431 ,EFD_EDI_093015                                       
EFD014665836,010020,ALASKA MILK CORP.                  ,00857,NESBSSJ ,0000017378,0000012757,150919,          366.6672 ,   .35,            1.2833 ,EFD_EDI_093015                                       
EFD014665836,010020,ALASKA MILK CORP.                  ,00857,NESBSSJ ,0000018229,0000014292,150928,        76085.6400 ,   .35,          266.2997 ,EFD_EDI_093015                                       
EFD014665836,010020,ALASKA MILK CORP.                  ,00857,NESBSSJ ,0000019303,0000014291,150928,          733.3344 ,   .35,            2.5667 ,EFD_EDI_093015                                       
EFD014665836,010020,ALASKA MILK CORP.                  ,00857,NESBSSJ ,0000019627,0000014285,150928,         2810.4984 ,   .35,            9.8367 ,EFD_EDI_093015                                       
EFD014665836,010020,ALASKA MILK CORP.                  ,00857,NESBSSJ ,0000019633,0000014293,150928,         4215.7476 ,   .35,           14.7551 ,EFD_EDI_093015                                       
EFD014665837,010020,ALASKA MILK CORP.                  ,00858,NESSA   ,0000015718,0000012117,150916,          684.2988 ,   .35,            2.3950 ,EFD_EDI_093015                                       
EFD014665837,010020,ALASKA MILK CORP.                  ,00858,NESSA   ,0000017367,0000013617,150923,        33196.9344 ,   .35,          116.1893 ,EFD_EDI_093015                                       
EFD014665838,010020,ALASKA MILK CORP.                  ,00859,NESBSCI ,0000017368,0000012565,150918,       122479.3932 ,   .35,          428.6779 ,EFD_EDI_093015                                       
EFD014665838,010020,ALASKA MILK CORP.                  ,00859,NESBSCI ,0000017379,0000012564,150918,         5288.9088 ,   .35,           18.5112 ,EFD_EDI_093015                                       
EFD014665838,010020,ALASKA MILK CORP.                  ,00859,NESBSCI ,0000018233,0000014856,150929,       296058.4392 ,   .35,         1036.2045 ,EFD_EDI_093015                                       
EFD014665838,010020,ALASKA MILK CORP.                  ,00859,NESBSCI ,0000019305,0000014857,150929,         5113.9980 ,   .35,           17.8990 ,EFD_EDI_093015                                       
EFD014665838,010020,ALASKA MILK CORP.                  ,00859,NESBSCI ,0000019341,0000014855,150929,        22241.3556 ,   .35,           77.8447 ,EFD_EDI_093015                                       
EFD014665838,010020,ALASKA MILK CORP.                  ,00859,NESBSCI ,0000019628,0000014858,150929,         5620.9968 ,   .35,           19.6735 ,EFD_EDI_093015                                       
EFD014665838,010020,ALASKA MILK CORP.                  ,00859,NESBSCI ,0000019639,0000014854,150929,        11241.9936 ,   .35,           39.3470 ,EFD_EDI_093015                                       
EFD014665839,010020,ALASKA MILK CORP.                  ,00860,NESBSBA ,0000017382,0000012426,150918,         8722.2000 ,   .35,           30.5277 ,EFD_EDI_093015                                       
EFD014665839,010020,ALASKA MILK CORP.                  ,00860,NESBSBA ,0000017499,0000012427,150918,       552695.7336 ,   .35,         1934.4351 ,EFD_EDI_093015                                       
EFD014665839,010020,ALASKA MILK CORP.                  ,00860,NESBSBA ,0000018235,0000013994,150926,        83776.2336 ,   .35,          293.2168 ,EFD_EDI_093015                                       
