Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014661388, 17727,  134,163462         ,AP087781  ,150630,         2133.1200 ,   .25,            5.3328 ,EFD_ECO_063015                                                                               
EFD014661389, 17727,  166,163464         ,AP087781  ,150630,          424.0800 ,   .25,            1.0602 ,EFD_ECO_063015                                                                               
EFD014661390, 17727,  279,163467         ,AP087781  ,150630,         1385.6400 ,   .25,            3.4641 ,EFD_ECO_063015                                                                               
EFD014661391, 17727,  701,163470         ,AP087781  ,150630,          860.8000 ,   .25,            2.1520 ,EFD_ECO_063015                                                                               
EFD014661392, 17727,  823,163474         ,AP087781  ,150630,          188.9600 ,   .25,             .4724 ,EFD_ECO_063015                                                                               
EFD014661393, 17727,  840,163477         ,AP087781  ,150630,         1612.4400 ,   .25,            4.0311 ,EFD_ECO_063015                                                                               
EFD014661394, 17727,  848,163478         ,AP087781  ,150630,          163.7600 ,   .25,             .4094 ,EFD_ECO_063015                                                                               
EFD014661395, 17727,  103,163556         ,AP087781  ,150630,        65052.3390 ,   .25,          162.6308 ,EFD_ECO_063015                                                                               
EFD014661396, 17727,  114,163559         ,AP087781  ,150630,        43955.2150 ,   .25,          109.8880 ,EFD_ECO_063015                                                                               
EFD014661397, 17727,  121,163561         ,AP087781  ,150630,        82942.3540 ,   .25,          207.3558 ,EFD_ECO_063015                                                                               
EFD014661398, 17727,  103,163562         ,AP087781  ,150630,        46174.2470 ,   .25,          115.4356 ,EFD_ECO_063015                                                                               
EFD014661399, 17727,  129,163564         ,AP087781  ,150630,        58107.2960 ,   .25,          145.2682 ,EFD_ECO_063015                                                                               
EFD014661400, 17727,  134,163566         ,AP087781  ,150630,       112934.3380 ,   .25,          282.3358 ,EFD_ECO_063015                                                                               
EFD014661401, 17727,  166,163567         ,AP087781  ,150630,        53860.7820 ,   .25,          134.6519 ,EFD_ECO_063015                                                                               
EFD014661402, 17727,  185,163569         ,AP087781  ,150630,        20304.3630 ,   .25,           50.7609 ,EFD_ECO_063015                                                                               
