Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014553497, 17727,  134,163462         ,AP966586  ,150531,         1003.5200 ,   .25,            2.5088 ,EFD_ECO_053115                                                                               
EFD014553498, 17727,  279,163467         ,AP966586  ,150531,         2002.9600 ,   .25,            5.0074 ,EFD_ECO_053115                                                                               
EFD014553499, 17727,  701,163470         ,AP966586  ,150531,         1440.2800 ,   .25,            3.6007 ,EFD_ECO_053115                                                                               
EFD014553500, 17727,  823,163474         ,AP966586  ,150531,         1045.5600 ,   .25,            2.6139 ,EFD_ECO_053115                                                                               
EFD014553501, 17727,  732,163475         ,AP966586  ,150531,          138.5600 ,   .25,             .3464 ,EFD_ECO_053115                                                                               
EFD014553502, 17727,  840,163477         ,AP966586  ,150531,         1591.4800 ,   .25,            3.9787 ,EFD_ECO_053115                                                                               
EFD014553503, 17727,  103,163556         ,AP966586  ,150531,        83457.9970 ,   .25,          208.6449 ,EFD_ECO_053115                                                                               
EFD014553504, 17727,  114,163559         ,AP966586  ,150531,        39993.5350 ,   .25,           99.9838 ,EFD_ECO_053115                                                                               
EFD014553505, 17727,  121,163561         ,AP966586  ,150531,        94974.0750 ,   .25,          237.4351 ,EFD_ECO_053115                                                                               
EFD014553506, 17727,  103,163562         ,AP966586  ,150531,        59274.7110 ,   .25,          148.1867 ,EFD_ECO_053115                                                                               
EFD014553507, 17727,  129,163564         ,AP966586  ,150531,        65550.2250 ,   .25,          163.8755 ,EFD_ECO_053115                                                                               
EFD014553508, 17727,  134,163566         ,AP966586  ,150531,        93768.1490 ,   .25,          234.4203 ,EFD_ECO_053115                                                                               
EFD014553509, 17727,  166,163567         ,AP966586  ,150531,        60868.7710 ,   .25,          152.1719 ,EFD_ECO_053115                                                                               
EFD014553510, 17727,  185,163569         ,AP966586  ,150531,        22136.1160 ,   .25,           55.3402 ,EFD_ECO_053115                                                                               
EFD014553511, 17727,  186,163570         ,AP966586  ,150531,        84775.5410 ,   .25,          211.9388 ,EFD_ECO_053115                                                                               
EFD014553512, 17727,  270,163574         ,AP966586  ,150531,        17063.0420 ,   .25,           42.6576 ,EFD_ECO_053115                                                                               
EFD014553513, 17727,  114,163575         ,AP966586  ,150531,        27084.9500 ,   .25,           67.7123 ,EFD_ECO_053115                                                                               
EFD014553514, 17727,  276,163576         ,AP966586  ,150531,         3312.4510 ,   .25,            8.2811 ,EFD_ECO_053115                                                                               
EFD014553515, 17727,  283,163578         ,AP966586  ,150531,        22433.8050 ,   .25,           56.0845 ,EFD_ECO_053115                                                                               
EFD014553516, 17727,  285,163579         ,AP966586  ,150531,        28876.0650 ,   .25,           72.1901 ,EFD_ECO_053115                                                                               
EFD014553517, 17727,  121,163581         ,AP966586  ,150531,        84217.9180 ,   .25,          210.5447 ,EFD_ECO_053115                                                                               
EFD014553518, 17727,  709,163582         ,AP966586  ,150531,        56287.7060 ,   .25,          140.7192 ,EFD_ECO_053115                                                                               
EFD014553519, 17727,  129,163583         ,AP966586  ,150531,        62755.5660 ,   .25,          156.8889 ,EFD_ECO_053115                                                                               
EFD014553520, 17727,  106,163584         ,AP966586  ,150531,       139749.5760 ,   .25,          349.3739 ,EFD_ECO_053115                                                                               
EFD014553521, 17727,  134,163585         ,AP966586  ,150531,        58616.4480 ,   .25,          146.5411 ,EFD_ECO_053115                                                                               
EFD014553522, 17727,  711,163586         ,AP966586  ,150531,        12885.2300 ,   .25,           32.2130 ,EFD_ECO_053115                                                                               
EFD014553523, 17727,  112,163587         ,AP966586  ,150531,       190566.1080 ,   .25,          476.4152 ,EFD_ECO_053115                                                                               
EFD014553524, 17727,  116,163588         ,AP966586  ,150531,       174151.1630 ,   .25,          435.3779 ,EFD_ECO_053115                                                                               
EFD014553525, 17727,  713,163590         ,AP966586  ,150531,        34978.9970 ,   .25,           87.4474 ,EFD_ECO_053115                                                                               
EFD014553526, 17727,  125,163591         ,AP966586  ,150531,       258136.3920 ,   .25,          645.3409 ,EFD_ECO_053115                                                                               
EFD014553527, 17727,  716,163594         ,AP966586  ,150531,        14794.8400 ,   .25,           36.9871 ,EFD_ECO_053115                                                                               
EFD014553528, 17727,  265,163595         ,AP966586  ,150531,       181448.8420 ,   .25,          453.6221 ,EFD_ECO_053115                                                                               
EFD014553529, 17727,  718,163596         ,AP966586  ,150531,        19467.0780 ,   .25,           48.6676 ,EFD_ECO_053115                                                                               
EFD014553530, 17727,  166,163598         ,AP966586  ,150531,        23165.3960 ,   .25,           57.9134 ,EFD_ECO_053115                                                                               
EFD014553531, 17727,  279,163600         ,AP966586  ,150531,       358553.3000 ,   .25,          896.3832 ,EFD_ECO_053115                                                                               
EFD014553532, 17727,  728,163601         ,AP966586  ,150531,        19687.5750 ,   .25,           49.2189 ,EFD_ECO_053115                                                                               
EFD014553533, 17727,  849,163602         ,AP966586  ,150531,        38668.1340 ,   .25,           96.6703 ,EFD_ECO_053115                                                                               
EFD014553534, 17727,  701,163603         ,AP966586  ,150531,       232564.5370 ,   .25,          581.4113 ,EFD_ECO_053115                                                                               
EFD014553535, 17727,  731,163604         ,AP966586  ,150531,        43251.1860 ,   .25,          108.1279 ,EFD_ECO_053115                                                                               
EFD014553536, 17727,  270,163605         ,AP966586  ,150531,        12997.5110 ,   .25,           32.4937 ,EFD_ECO_053115                                                                               
EFD014553537, 17727,  848,163606         ,AP966586  ,150531,        12695.2280 ,   .25,           31.7380 ,EFD_ECO_053115                                                                               
EFD014553538, 17727,  706,163607         ,AP966586  ,150531,       245243.2840 ,   .25,          613.1082 ,EFD_ECO_053115                                                                               
EFD014553539, 17727,  732,163608         ,AP966586  ,150531,        31613.8390 ,   .25,           79.0345 ,EFD_ECO_053115                                                                               
EFD014553540, 17727,  830,163609         ,AP966586  ,150531,        21010.0340 ,   .25,           52.5250 ,EFD_ECO_053115                                                                               
EFD014553541, 17727,  717,163610         ,AP966586  ,150531,       327382.8590 ,   .25,          818.4571 ,EFD_ECO_053115                                                                               
EFD014553542, 17727,  822,163611         ,AP966586  ,150531,         8930.3710 ,   .25,           22.3259 ,EFD_ECO_053115                                                                               
EFD014553543, 17727,  823,163612         ,AP966586  ,150531,        99079.9960 ,   .25,          247.6999 ,EFD_ECO_053115                                                                               
EFD014553544, 17727,  822,163613         ,AP966586  ,150531,         5742.3510 ,   .25,           14.3558 ,EFD_ECO_053115                                                                               
EFD014553545, 17727,  823,163614         ,AP966586  ,150531,        92702.4120 ,   .25,          231.7560 ,EFD_ECO_053115                                                                               
EFD014553546, 17727,  840,163615         ,AP966586  ,150531,       333861.6050 ,   .25,          834.6540 ,EFD_ECO_053115                                                                               
EFD014553547, 17727,  732,163616         ,AP966586  ,150531,        27090.1460 ,   .25,           67.7253 ,EFD_ECO_053115                                                                               
EFD014553548, 17727,  731,163617         ,AP966586  ,150531,        23092.2640 ,   .25,           57.7306 ,EFD_ECO_053115                                                                               
EFD014553549, 17727,  830,163618         ,AP966586  ,150531,        24565.8570 ,   .25,           61.4146 ,EFD_ECO_053115                                                                               
EFD014553550, 17727,  728,163619         ,AP966586  ,150531,        22352.2040 ,   .25,           55.8805 ,EFD_ECO_053115                                                                               
EFD014553551, 17727,  185,163620         ,AP966586  ,150531,        19344.7750 ,   .25,           48.3619 ,EFD_ECO_053115                                                                               
EFD014553552, 17727,  718,163621         ,AP966586  ,150531,        13098.2860 ,   .25,           32.7457 ,EFD_ECO_053115                                                                               
EFD014553553, 17727,  716,163622         ,AP966586  ,150531,        16502.8770 ,   .25,           41.2571 ,EFD_ECO_053115                                                                               
EFD014553554, 17727,  848,163623         ,AP966586  ,150531,        24499.4760 ,   .25,           61.2486 ,EFD_ECO_053115                                                                               
EFD014553555, 17727,  713,163624         ,AP966586  ,150531,        17861.7920 ,   .25,           44.6544 ,EFD_ECO_053115                                                                               
EFD014553556, 17727,  711,163625         ,AP966586  ,150531,        11096.5780 ,   .25,           27.7414 ,EFD_ECO_053115                                                                               
EFD014553557, 17727,  849,163626         ,AP966586  ,150531,        49677.8520 ,   .25,          124.1946 ,EFD_ECO_053115                                                                               
EFD014553558, 17727,  709,163627         ,AP966586  ,150531,        25108.3020 ,   .25,           62.7707 ,EFD_ECO_053115                                                                               
EFD014553559, 17727,  285,163629         ,AP966586  ,150531,        25870.7620 ,   .25,           64.6769 ,EFD_ECO_053115                                                                               
EFD014553560, 17727,  283,163630         ,AP966586  ,150531,        15316.9310 ,   .25,           38.2923 ,EFD_ECO_053115                                                                               
EFD014553561, 17727,  276,163631         ,AP966586  ,150531,         5435.6410 ,   .25,           13.5891 ,EFD_ECO_053115                                                                               
EFD014553562, 17727,  186,163664         ,AP966586  ,150531,        60848.8250 ,   .25,          152.1220 ,EFD_ECO_053115                                                                               
EFD014553563, 10156,  101,141048         ,AP966586  ,150531,         4076.7430 ,   .50,           20.3837 ,EFD_ECO_053115                                                                               
EFD014553564, 10156,  102,141049         ,AP966586  ,150531,         2496.2980 ,   .50,           12.4814 ,EFD_ECO_053115                                                                               
EFD014553565, 10156,  106,141051         ,AP966586  ,150531,        12169.6390 ,   .50,           60.8481 ,EFD_ECO_053115                                                                               
EFD014553566, 10156,  108,141052         ,AP966586  ,150531,         3274.7640 ,   .50,           16.3738 ,EFD_ECO_053115                                                                               
EFD014553567, 10156,  109,141053         ,AP966586  ,150531,         6048.6120 ,   .50,           30.2430 ,EFD_ECO_053115                                                                               
EFD014553568, 10156,  115,141058         ,AP966586  ,150531,         7240.6350 ,   .50,           36.2031 ,EFD_ECO_053115                                                                               
EFD014553569, 10156,  116,141059         ,AP966586  ,150531,         5413.0690 ,   .50,           27.0653 ,EFD_ECO_053115                                                                               
EFD014553570, 10156,  118,141060         ,AP966586  ,150531,         7238.4150 ,   .50,           36.1920 ,EFD_ECO_053115                                                                               
EFD014553571, 10156,  119,141061         ,AP966586  ,150531,        12880.5600 ,   .50,           64.4028 ,EFD_ECO_053115                                                                               
EFD014553572, 10156,  121,141062         ,AP966586  ,150531,         4601.2770 ,   .50,           23.0063 ,EFD_ECO_053115                                                                               
EFD014553573, 10156,  122,141063         ,AP966586  ,150531,         8125.6500 ,   .50,           40.6282 ,EFD_ECO_053115                                                                               
EFD014553574, 10156,  156,141070         ,AP966586  ,150531,         5319.6350 ,   .50,           26.5981 ,EFD_ECO_053115                                                                               
EFD014553575, 10156,  147,141072         ,AP966586  ,150531,         2893.2910 ,   .50,           14.4664 ,EFD_ECO_053115                                                                               
EFD014553576, 10225,  726,101841         ,AP966586  ,150531,         3830.1270 ,   .25,            9.5753 ,EFD_ECO_053115                                                                               
EFD014553577, 10225,  726,101842         ,AP966586  ,150531,        63798.1460 ,   .25,          159.4953 ,EFD_ECO_053115                                                                               
EFD014553578, 10225,  726,101843         ,AP966586  ,150531,         1904.8290 ,   .25,            4.7620 ,EFD_ECO_053115                                                                               
EFD014553579, 10225,  163,112017         ,AP966586  ,150531,        96098.5210 ,   .25,          240.2463 ,EFD_ECO_053115                                                                               
EFD014553580, 10225,  163,112036         ,AP966586  ,150531,        33717.5950 ,   .25,           84.2939 ,EFD_ECO_053115                                                                               
EFD014553581, 10225,  163,112039         ,AP966586  ,150531,         2709.6940 ,   .25,            6.7742 ,EFD_ECO_053115                                                                               
EFD014553582, 10225,  724,112041         ,AP966586  ,150531,         3719.6460 ,   .25,            9.2991 ,EFD_ECO_053115                                                                               
EFD014553583, 10225,  724,112042         ,AP966586  ,150531,          790.1500 ,   .25,            1.9753 ,EFD_ECO_053115                                                                               
EFD014553584, 10225,  730,112043         ,AP966586  ,150531,           74.9370 ,   .25,             .1873 ,EFD_ECO_053115                                                                               
EFD014553585, 10225,  730,112044         ,AP966586  ,150531,        31344.3320 ,   .25,           78.3608 ,EFD_ECO_053115                                                                               
EFD014553586, 10225,  730,112045         ,AP966586  ,150531,         3168.6160 ,   .25,            7.9215 ,EFD_ECO_053115                                                                               
EFD014553587, 10225,  170,112047         ,AP966586  ,150531,         2042.3660 ,   .25,            5.1059 ,EFD_ECO_053115                                                                               
EFD014553588, 10225,  170,112048         ,AP966586  ,150531,         1148.9020 ,   .25,            2.8722 ,EFD_ECO_053115                                                                               
EFD014553589, 10225,  160,112051         ,AP966586  ,150531,         1922.0970 ,   .25,            4.8052 ,EFD_ECO_053115                                                                               
EFD014553590, 10225,  124,112054         ,AP966586  ,150531,         3199.0000 ,   .25,            7.9975 ,EFD_ECO_053115                                                                               
EFD014553591, 10225,  187,112994         ,AP966586  ,150531,       340874.2570 ,   .25,          852.1856 ,EFD_ECO_053115                                                                               
EFD014553592, 10225,  187,112995         ,AP966586  ,150531,        11993.9230 ,   .25,           29.9848 ,EFD_ECO_053115                                                                               
