Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD015229124, 14803,  194,143874         ,AP541055  ,151215,         5944.2400 ,  1.00,           59.4424 ,EFD_ECO_121515                                                                               
EFD015229125, 14803,  250,143875         ,AP541055  ,151215,        16416.1100 ,  1.00,          164.1611 ,EFD_ECO_121515                                                                               
EFD015229126, 14803,  264,143877         ,AP541055  ,151215,          198.9200 ,  1.00,            1.9892 ,EFD_ECO_121515                                                                               
EFD015229127, 14803,  101,161217         ,AP541055  ,151215,         9436.5600 ,  1.00,           94.3656 ,EFD_ECO_121515                                                                               
EFD015229128, 14803,  102,161218         ,AP541055  ,151215,        26743.4800 ,  1.00,          267.4348 ,EFD_ECO_121515                                                                               
EFD015229129, 14803,  103,161219         ,AP541055  ,151215,        13523.5600 ,  1.00,          135.2356 ,EFD_ECO_121515                                                                               
EFD015229130, 14803,  104,161220         ,AP541055  ,151215,        14224.1800 ,  1.00,          142.2418 ,EFD_ECO_121515                                                                               
EFD015229131, 14803,  105,161221         ,AP541055  ,151215,        15817.4400 ,  1.00,          158.1744 ,EFD_ECO_121515                                                                               
EFD015229132, 14803,  106,161222         ,AP541055  ,151215,        12654.5000 ,  1.00,          126.5450 ,EFD_ECO_121515                                                                               
EFD015229133, 14803,  107,161223         ,AP541055  ,151215,         3525.7800 ,  1.00,           35.2578 ,EFD_ECO_121515                                                                               
EFD015229134, 14803,  108,161224         ,AP541055  ,151215,        10279.7600 ,  1.00,          102.7976 ,EFD_ECO_121515                                                                               
EFD015229135, 14803,  109,161225         ,AP541055  ,151215,         9729.2800 ,  1.00,           97.2928 ,EFD_ECO_121515                                                                               
EFD015229136, 14803,  110,161226         ,AP541055  ,151215,         8404.5800 ,  1.00,           84.0458 ,EFD_ECO_121515                                                                               
EFD015229137, 14803,  111,161227         ,AP541055  ,151215,        17449.2000 ,  1.00,          174.4920 ,EFD_ECO_121515                                                                               
EFD015229138, 14803,  112,161228         ,AP541055  ,151215,        14806.0200 ,  1.00,          148.0602 ,EFD_ECO_121515                                                                               
EFD015229139, 14803,  113,161229         ,AP541055  ,151215,        16450.6800 ,  1.00,          164.5068 ,EFD_ECO_121515                                                                               
EFD015229140, 14803,  115,161230         ,AP541055  ,151215,        20591.0600 ,  1.00,          205.9106 ,EFD_ECO_121515                                                                               
EFD015229141, 14803,  116,161231         ,AP541055  ,151215,        10801.1200 ,  1.00,          108.0112 ,EFD_ECO_121515                                                                               
EFD015229142, 14803,  117,161232         ,AP541055  ,151215,         6947.7000 ,  1.00,           69.4770 ,EFD_ECO_121515                                                                               
EFD015229143, 14803,  118,161233         ,AP541055  ,151215,        12573.5800 ,  1.00,          125.7358 ,EFD_ECO_121515                                                                               
EFD015229144, 14803,  119,161234         ,AP541055  ,151215,        12442.1000 ,  1.00,          124.4210 ,EFD_ECO_121515                                                                               
EFD015229145, 14803,  121,161235         ,AP541055  ,151215,        18712.3600 ,  1.00,          187.1236 ,EFD_ECO_121515                                                                               
EFD015229146, 14803,  122,161236         ,AP541055  ,151215,        23340.6800 ,  1.00,          233.4068 ,EFD_ECO_121515                                                                               
EFD015229147, 14803,  123,161237         ,AP541055  ,151215,         6846.4800 ,  1.00,           68.4648 ,EFD_ECO_121515                                                                               
EFD015229148, 14803,  124,161239         ,AP541055  ,151215,         2779.5200 ,  1.00,           27.7952 ,EFD_ECO_121515                                                                               
EFD015229149, 14803,  125,161240         ,AP541055  ,151215,        19680.3800 ,  1.00,          196.8038 ,EFD_ECO_121515                                                                               
EFD015229150, 14803,  126,161241         ,AP541055  ,151215,         4003.0200 ,  1.00,           40.0302 ,EFD_ECO_121515                                                                               
EFD015229151, 14803,  127,161242         ,AP541055  ,151215,        14188.9800 ,  1.00,          141.8898 ,EFD_ECO_121515                                                                               
EFD015229152, 14803,  130,161243         ,AP541055  ,151215,        10665.2800 ,  1.00,          106.6528 ,EFD_ECO_121515                                                                               
EFD015229153, 14803,  131,161244         ,AP541055  ,151215,         7325.2400 ,  1.00,           73.2524 ,EFD_ECO_121515                                                                               
EFD015229154, 14803,  134,161245         ,AP541055  ,151215,         7338.1400 ,  1.00,           73.3814 ,EFD_ECO_121515                                                                               
EFD015229155, 14803,  135,161246         ,AP541055  ,151215,        13765.2400 ,  1.00,          137.6524 ,EFD_ECO_121515                                                                               
EFD015229156, 14803,  138,161248         ,AP541055  ,151215,        26694.1000 ,  1.00,          266.9410 ,EFD_ECO_121515                                                                               
EFD015229157, 14803,  140,161249         ,AP541055  ,151215,        12564.0600 ,  1.00,          125.6406 ,EFD_ECO_121515                                                                               
EFD015229158, 14803,  141,161250         ,AP541055  ,151215,        22119.6200 ,  1.00,          221.1962 ,EFD_ECO_121515                                                                               
EFD015229159, 14803,  147,161251         ,AP541055  ,151215,        30315.8400 ,  1.00,          303.1584 ,EFD_ECO_121515                                                                               
EFD015229160, 14803,  149,161252         ,AP541055  ,151215,        12774.4600 ,  1.00,          127.7446 ,EFD_ECO_121515                                                                               
EFD015229161, 14803,  150,161253         ,AP541055  ,151215,        10978.4800 ,  1.00,          109.7848 ,EFD_ECO_121515                                                                               
EFD015229162, 14803,  153,161254         ,AP541055  ,151215,         4118.9200 ,  1.00,           41.1892 ,EFD_ECO_121515                                                                               
EFD015229163, 14803,  156,161255         ,AP541055  ,151215,         9456.2000 ,  1.00,           94.5620 ,EFD_ECO_121515                                                                               
EFD015229164, 14803,  158,161256         ,AP541055  ,151215,         5513.4200 ,  1.00,           55.1342 ,EFD_ECO_121515                                                                               
EFD015229165, 14803,  160,161257         ,AP541055  ,151215,        14543.0400 ,  1.00,          145.4304 ,EFD_ECO_121515                                                                               
EFD015229166, 14803,  161,161258         ,AP541055  ,151215,        20139.6400 ,  1.00,          201.3964 ,EFD_ECO_121515                                                                               
EFD015229167, 14803,  162,161259         ,AP541055  ,151215,         4883.5000 ,  1.00,           48.8350 ,EFD_ECO_121515                                                                               
EFD015229168, 14803,  169,161261         ,AP541055  ,151215,         4505.7200 ,  1.00,           45.0572 ,EFD_ECO_121515                                                                               
EFD015229169, 14803,  171,161262         ,AP541055  ,151215,        11641.8600 ,  1.00,          116.4186 ,EFD_ECO_121515                                                                               
EFD015229170, 14803,  179,161263         ,AP541055  ,151215,         3572.5400 ,  1.00,           35.7254 ,EFD_ECO_121515                                                                               
EFD015229171, 14803,  180,161264         ,AP541055  ,151215,         5352.6200 ,  1.00,           53.5262 ,EFD_ECO_121515                                                                               
EFD015229172, 14803,  192,161334         ,AP541055  ,151215,         1804.5800 ,  1.00,           18.0458 ,EFD_ECO_121515                                                                               
EFD015229173, 14803,  246,161335         ,AP541055  ,151215,        10592.2800 ,  1.00,          105.9228 ,EFD_ECO_121515                                                                               
EFD015229174, 14803,  302,161336         ,AP541055  ,151215,        12072.3400 ,  1.00,          120.7234 ,EFD_ECO_121515                                                                               
EFD015229175, 14803,  707,161338         ,AP541055  ,151215,         6515.3800 ,  1.00,           65.1538 ,EFD_ECO_121515                                                                               
EFD015229176, 14803,  713,161341         ,AP541055  ,151215,         9277.3200 ,  1.00,           92.7732 ,EFD_ECO_121515                                                                               
EFD015229177, 14803,  717,161342         ,AP541055  ,151215,        15587.0200 ,  1.00,          155.8702 ,EFD_ECO_121515                                                                               
EFD015229178, 14803,  726,161348         ,AP541055  ,151215,        15249.3200 ,  1.00,          152.4932 ,EFD_ECO_121515                                                                               
EFD015229179, 14803,  731,161349         ,AP541055  ,151215,         8618.8600 ,  1.00,           86.1886 ,EFD_ECO_121515                                                                               
EFD015229180, 14803,  821,161352         ,AP541055  ,151215,         7570.6600 ,  1.00,           75.7066 ,EFD_ECO_121515                                                                               
EFD015229181, 14803,  825,161353         ,AP541055  ,151215,         3306.7400 ,  1.00,           33.0674 ,EFD_ECO_121515                                                                               
EFD015229182, 14803,  830,161354         ,AP541055  ,151215,         7697.4200 ,  1.00,           76.9742 ,EFD_ECO_121515                                                                               
EFD015229183, 14803,  177,165167         ,AP541055  ,151215,        12540.5800 ,  1.00,          125.4058 ,EFD_ECO_121515                                                                               
EFD015229184, 14803,  237,165168         ,AP541055  ,151215,        12633.5000 ,  1.00,          126.3350 ,EFD_ECO_121515                                                                               
EFD015229185, 14803,  240,165169         ,AP541055  ,151215,         3679.8600 ,  1.00,           36.7986 ,EFD_ECO_121515                                                                               
