Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD015284125, 17727,  103,163562         ,AP845905  ,151222,           63.3600 ,   .25,             .1584 ,EFD_ECO_122215                                                                               
EFD015284126, 17727,  166,163567         ,AP845905  ,151222,           50.4250 ,   .25,             .1260 ,EFD_ECO_122215                                                                               
EFD015284127, 17727,  114,163575         ,AP845905  ,151222,          592.2400 ,   .25,            1.4806 ,EFD_ECO_122215                                                                               
EFD015284128, 17727,  121,163581         ,AP845905  ,151222,          145.3500 ,   .25,             .3633 ,EFD_ECO_122215                                                                               
EFD015284129, 17727,  112,163587         ,AP845905  ,151222,           59.2120 ,   .25,             .1480 ,EFD_ECO_122215                                                                               
EFD015284130, 17727,  116,163588         ,AP845905  ,151222,          107.5250 ,   .25,             .2688 ,EFD_ECO_122215                                                                               
EFD015284131, 17727,  713,163590         ,AP845905  ,151222,           31.1260 ,   .25,             .0778 ,EFD_ECO_122215                                                                               
EFD015284132, 17727,  166,163598         ,AP845905  ,151222,          567.6000 ,   .25,            1.4190 ,EFD_ECO_122215                                                                               
EFD015284133, 17727,  731,163617         ,AP845905  ,151222,          366.5640 ,   .25,             .9164 ,EFD_ECO_122215                                                                               
EFD015284134, 17727,  713,163624         ,AP845905  ,151222,           96.8000 ,   .25,             .2420 ,EFD_ECO_122215                                                                               
EFD015284135, 17727,  709,163627         ,AP845905  ,151222,           35.9480 ,   .25,             .0898 ,EFD_ECO_122215                                                                               
EFD015284136, 10156,  101,141048         ,AP845905  ,151222,         3446.2820 ,   .50,           17.2314 ,EFD_ECO_122215                                                                               
EFD015284137, 10156,  102,141049         ,AP845905  ,151222,          871.3480 ,   .50,            4.3567 ,EFD_ECO_122215                                                                               
EFD015284138, 10156,  106,141051         ,AP845905  ,151222,         4839.2550 ,   .50,           24.1962 ,EFD_ECO_122215                                                                               
