Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD015286277, 17727,  103,163562         ,AP018250  ,151231,          148.3160 ,   .25,             .3707 ,EFD_ECO_123115                                                                               
EFD015286278, 17727,  114,163575         ,AP018250  ,151231,           75.6800 ,   .25,             .1892 ,EFD_ECO_123115                                                                               
EFD015286279, 17727,  121,163581         ,AP018250  ,151231,          791.1200 ,   .25,            1.9778 ,EFD_ECO_123115                                                                               
EFD015286280, 17727,  709,163582         ,AP018250  ,151231,           36.0450 ,   .25,             .0901 ,EFD_ECO_123115                                                                               
EFD015286281, 17727,  106,163584         ,AP018250  ,151231,           73.1000 ,   .25,             .1827 ,EFD_ECO_123115                                                                               
EFD015286282, 17727,  112,163587         ,AP018250  ,151231,           42.9170 ,   .25,             .1072 ,EFD_ECO_123115                                                                               
EFD015286283, 17727,  116,163588         ,AP018250  ,151231,          231.0150 ,   .25,             .5775 ,EFD_ECO_123115                                                                               
EFD015286284, 17727,  265,163595         ,AP018250  ,151231,          109.6500 ,   .25,             .2741 ,EFD_ECO_123115                                                                               
EFD015286285, 17727,  166,163598         ,AP018250  ,151231,           88.0000 ,   .25,             .2200 ,EFD_ECO_123115                                                                               
EFD015286286, 17727,  706,163607         ,AP018250  ,151231,          450.2630 ,   .25,            1.1256 ,EFD_ECO_123115                                                                               
EFD015286287, 17727,  717,163610         ,AP018250  ,151231,            5.6610 ,   .25,             .0141 ,EFD_ECO_123115                                                                               
EFD015286288, 17727,  728,163619         ,AP018250  ,151231,           21.1200 ,   .25,             .0528 ,EFD_ECO_123115                                                                               
EFD015286289, 17727,  185,163620         ,AP018250  ,151231,          221.7600 ,   .25,             .5544 ,EFD_ECO_123115                                                                               
EFD015286290, 17727,  713,163624         ,AP018250  ,151231,           20.0640 ,   .25,             .0501 ,EFD_ECO_123115                                                                               
EFD015286291, 17727,  709,163627         ,AP018250  ,151231,          230.5600 ,   .25,             .5764 ,EFD_ECO_123115                                                                               
EFD015286292, 10156,  101,141048         ,AP018250  ,151231,         4412.8980 ,   .50,           22.0644 ,EFD_ECO_123115                                                                               
EFD015286293, 10156,  102,141049         ,AP018250  ,151231,         2987.1580 ,   .50,           14.9357 ,EFD_ECO_123115                                                                               
EFD015286294, 10156,  106,141051         ,AP018250  ,151231,         6712.7760 ,   .50,           33.5638 ,EFD_ECO_123115                                                                               
EFD015286295, 10156,  109,141053         ,AP018250  ,151231,         3123.9220 ,   .50,           15.6196 ,EFD_ECO_123115                                                                               
EFD015286296, 10156,  115,141058         ,AP018250  ,151231,         2352.4120 ,   .50,           11.7620 ,EFD_ECO_123115                                                                               
EFD015286297, 10156,  116,141059         ,AP018250  ,151231,         5718.7610 ,   .50,           28.5938 ,EFD_ECO_123115                                                                               
EFD015286298, 10156,  118,141060         ,AP018250  ,151231,         1351.9780 ,   .50,            6.7598 ,EFD_ECO_123115                                                                               
EFD015286299, 10156,  119,141061         ,AP018250  ,151231,        15930.4730 ,   .50,           79.6523 ,EFD_ECO_123115                                                                               
EFD015286300, 10156,  121,141062         ,AP018250  ,151231,         7588.3220 ,   .50,           37.9416 ,EFD_ECO_123115                                                                               
EFD015286301, 10156,  122,141063         ,AP018250  ,151231,        10701.9370 ,   .50,           53.5096 ,EFD_ECO_123115                                                                               
EFD015286302, 10156,  156,141070         ,AP018250  ,151231,         7872.5660 ,   .50,           39.3628 ,EFD_ECO_123115                                                                               
EFD015286303, 10156,  147,141072         ,AP018250  ,151231,         1088.8120 ,   .50,            5.4440 ,EFD_ECO_123115                                                                               
EFD015286304, 10225,  726,101841         ,AP018250  ,151231,         7875.1340 ,   .25,           19.6878 ,EFD_ECO_123115                                                                               
EFD015286305, 10225,  726,101842         ,AP018250  ,151231,       182107.1280 ,   .25,          455.2678 ,EFD_ECO_123115                                                                               
EFD015286306, 10225,  726,101843         ,AP018250  ,151231,        33077.8390 ,   .25,           82.6945 ,EFD_ECO_123115                                                                               
EFD015286307, 10225,  163,112017         ,AP018250  ,151231,        62678.8470 ,   .25,          156.6971 ,EFD_ECO_123115                                                                               
EFD015286308, 10225,  163,112036         ,AP018250  ,151231,       106845.3690 ,   .25,          267.1134 ,EFD_ECO_123115                                                                               
EFD015286309, 10225,  163,112039         ,AP018250  ,151231,        15201.8940 ,   .25,           38.0047 ,EFD_ECO_123115                                                                               
EFD015286310, 10225,  724,112041         ,AP018250  ,151231,        10234.1240 ,   .25,           25.5853 ,EFD_ECO_123115                                                                               
EFD015286311, 10225,  724,112042         ,AP018250  ,151231,          961.6270 ,   .25,            2.4040 ,EFD_ECO_123115                                                                               
EFD015286312, 10225,  730,112043         ,AP018250  ,151231,           85.8790 ,   .25,             .2146 ,EFD_ECO_123115                                                                               
EFD015286313, 10225,  730,112044         ,AP018250  ,151231,       134425.9000 ,   .25,          336.0647 ,EFD_ECO_123115                                                                               
EFD015286314, 10225,  730,112045         ,AP018250  ,151231,        22782.5340 ,   .25,           56.9563 ,EFD_ECO_123115                                                                               
EFD015286315, 10225,  170,112047         ,AP018250  ,151231,        12872.9460 ,   .25,           32.1823 ,EFD_ECO_123115                                                                               
EFD015286316, 10225,  170,112048         ,AP018250  ,151231,          390.3180 ,   .25,             .9757 ,EFD_ECO_123115                                                                               
EFD015286317, 10225,  160,112051         ,AP018250  ,151231,          745.4080 ,   .25,            1.8635 ,EFD_ECO_123115                                                                               
EFD015286318, 10225,  124,112052         ,AP018250  ,151231,        25045.9400 ,   .25,           62.6148 ,EFD_ECO_123115                                                                               
EFD015286319, 10225,  187,112993         ,AP018250  ,151231,        16212.5840 ,   .25,           40.5314 ,EFD_ECO_123115                                                                               
EFD015286320, 10225,  187,112994         ,AP018250  ,151231,       805747.8260 ,   .25,         2014.3695 ,EFD_ECO_123115                                                                               
EFD015286321, 10225,  187,112995         ,AP018250  ,151231,        68535.3650 ,   .25,          171.3384 ,EFD_ECO_123115                                                                               
EFD015286322, 10225,  237,117083         ,AP018250  ,151231,         5938.4870 ,   .25,           14.8462 ,EFD_ECO_123115                                                                               
EFD015286323, 10225,  218,117238         ,AP018250  ,151231,       218967.9600 ,   .25,          547.4199 ,EFD_ECO_123115                                                                               
EFD015286324, 10225,  218,117240         ,AP018250  ,151231,        37163.3930 ,   .25,           92.9084 ,EFD_ECO_123115                                                                               
EFD015286325, 10225,  173,122454         ,AP018250  ,151231,        11071.1980 ,   .25,           27.6779 ,EFD_ECO_123115                                                                               
EFD015286326, 10225,  173,122455         ,AP018250  ,151231,          537.7970 ,   .25,            1.3444 ,EFD_ECO_123115                                                                               
EFD015286327, 10225,  235,124363         ,AP018250  ,151231,       118988.7380 ,   .25,          297.4718 ,EFD_ECO_123115                                                                               
EFD015286328, 10225,  240,127527         ,AP018250  ,151231,        14402.8270 ,   .25,           36.0070 ,EFD_ECO_123115                                                                               
EFD015286329, 10225,  240,127528         ,AP018250  ,151231,       279479.2920 ,   .25,          698.6982 ,EFD_ECO_123115                                                                               
EFD015286330, 10225,  240,127529         ,AP018250  ,151231,        20019.4840 ,   .25,           50.0487 ,EFD_ECO_123115                                                                               
EFD015286331, 10225,  160,128344         ,AP018250  ,151231,        41870.5350 ,   .25,          104.6763 ,EFD_ECO_123115                                                                               
EFD015286332, 10225,  124,128935         ,AP018250  ,151231,        52229.4210 ,   .25,          130.5735 ,EFD_ECO_123115                                                                               
EFD015286333, 10225,  237,128947         ,AP018250  ,151231,        96719.1290 ,   .25,          241.7978 ,EFD_ECO_123115                                                                               
EFD015286334, 10225,  854,136972         ,AP018250  ,151231,        86225.5380 ,   .25,          215.5638 ,EFD_ECO_123115                                                                               
EFD015286335, 10225,  854,136973         ,AP018250  ,151231,        15645.5180 ,   .25,           39.1137 ,EFD_ECO_123115                                                                               
EFD015286336, 10225,  841,138427         ,AP018250  ,151231,       169455.2890 ,   .25,          423.6382 ,EFD_ECO_123115                                                                               
EFD015286337, 10225,  841,138428         ,AP018250  ,151231,        22620.8630 ,   .25,           56.5521 ,EFD_ECO_123115                                                                               
