Inv Number,Ven Code,Ven Name,Store,Str Name,PO Number,RCR Number,RCR Date,RCR Amount,EFD Rate,EFD Amount,EFD Notes                                                                                      
EFD014670035,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000038274,0000028004,151128,         2750.7408 ,   .35,            9.6276 ,EFD_EDI_113015                                       
EFD014670035,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000038910,0000028250,151128,         5622.7100 ,   .35,           19.6795 ,EFD_EDI_113015                                       
EFD014670035,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000039085,0000028248,151128,        17775.2400 ,   .35,           62.2133 ,EFD_EDI_113015                                       
EFD014670036,010009,ABSOLUTE SALES CORPORATION         ,00856,NENEM   ,0000036186,0000027336,151124,         5605.3446 ,   .35,           19.6187 ,EFD_EDI_113015                                       
EFD014670036,010009,ABSOLUTE SALES CORPORATION         ,00856,NENEM   ,0000038275,0000028283,151128,         2308.1994 ,   .35,            8.0787 ,EFD_EDI_113015                                       
EFD014670037,010009,ABSOLUTE SALES CORPORATION         ,00857,NESBSSJ ,0000036187,0000028204,151128,         1679.5488 ,   .35,            5.8784 ,EFD_EDI_113015                                       
EFD014670037,010009,ABSOLUTE SALES CORPORATION         ,00857,NESBSSJ ,0000038276,0000028203,151128,         3246.8478 ,   .35,           11.3640 ,EFD_EDI_113015                                       
EFD014670038,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000036189,0000027535,151125,         7295.2776 ,   .35,           25.5335 ,EFD_EDI_113015                                       
EFD014670038,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000038278,0000027984,151127,        12698.9328 ,   .35,           44.4463 ,EFD_EDI_113015                                       
EFD014670039,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000032671,0000026469,151120,         9917.8811 ,   .35,           34.7126 ,EFD_EDI_113015                                       
EFD014670039,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000034448,0000026470,151120,          384.2000 ,   .35,            1.3447 ,EFD_EDI_113015                                       
EFD014670039,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000036190,0000026468,151120,         2543.0760 ,   .35,            8.9008 ,EFD_EDI_113015                                       
EFD014670040,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000036191,0000027975,151127,         1564.1984 ,   .35,            5.4747 ,EFD_EDI_113015                                       
EFD014670040,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000038280,0000027976,151127,        24346.2522 ,   .35,           85.2119 ,EFD_EDI_113015                                       
EFD014670040,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000038290,0000028271,151128,         7789.7058 ,   .35,           27.2640 ,EFD_EDI_113015                                       
