Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014881275, 14803,  194,143874         ,AP262094  ,151015,         5421.6600 ,  1.00,           54.2166 ,EFD_ECO_101515                                                                               
EFD014881276, 14803,  250,143875         ,AP262094  ,151015,        18942.6300 ,  1.00,          189.4263 ,EFD_ECO_101515                                                                               
EFD014881277, 14803,  264,143877         ,AP262094  ,151015,          374.5600 ,  1.00,            3.7456 ,EFD_ECO_101515                                                                               
EFD014881278, 14803,  101,161217         ,AP262094  ,151015,         8874.1000 ,  1.00,           88.7410 ,EFD_ECO_101515                                                                               
EFD014881279, 14803,  102,161218         ,AP262094  ,151015,        18276.3000 ,  1.00,          182.7630 ,EFD_ECO_101515                                                                               
EFD014881280, 14803,  103,161219         ,AP262094  ,151015,        14851.2000 ,  1.00,          148.5120 ,EFD_ECO_101515                                                                               
EFD014881281, 14803,  104,161220         ,AP262094  ,151015,        11245.2200 ,  1.00,          112.4522 ,EFD_ECO_101515                                                                               
EFD014881282, 14803,  105,161221         ,AP262094  ,151015,        17111.0200 ,  1.00,          171.1102 ,EFD_ECO_101515                                                                               
EFD014881283, 14803,  106,161222         ,AP262094  ,151015,        14133.9200 ,  1.00,          141.3392 ,EFD_ECO_101515                                                                               
EFD014881284, 14803,  107,161223         ,AP262094  ,151015,         6080.7400 ,  1.00,           60.8074 ,EFD_ECO_101515                                                                               
EFD014881285, 14803,  108,161224         ,AP262094  ,151015,        18294.4200 ,  1.00,          182.9442 ,EFD_ECO_101515                                                                               
EFD014881286, 14803,  109,161225         ,AP262094  ,151015,         9415.6800 ,  1.00,           94.1568 ,EFD_ECO_101515                                                                               
EFD014881287, 14803,  110,161226         ,AP262094  ,151015,        11639.6200 ,  1.00,          116.3962 ,EFD_ECO_101515                                                                               
EFD014881288, 14803,  111,161227         ,AP262094  ,151015,        17391.0400 ,  1.00,          173.9104 ,EFD_ECO_101515                                                                               
EFD014881289, 14803,  112,161228         ,AP262094  ,151015,        15093.3000 ,  1.00,          150.9330 ,EFD_ECO_101515                                                                               
EFD014881290, 14803,  113,161229         ,AP262094  ,151015,        18841.2800 ,  1.00,          188.4128 ,EFD_ECO_101515                                                                               
EFD014881291, 14803,  115,161230         ,AP262094  ,151015,        23377.1400 ,  1.00,          233.7714 ,EFD_ECO_101515                                                                               
EFD014881292, 14803,  116,161231         ,AP262094  ,151015,        14214.3600 ,  1.00,          142.1436 ,EFD_ECO_101515                                                                               
EFD014881293, 14803,  117,161232         ,AP262094  ,151015,         7226.3600 ,  1.00,           72.2636 ,EFD_ECO_101515                                                                               
EFD014881294, 14803,  118,161233         ,AP262094  ,151015,        15942.6200 ,  1.00,          159.4262 ,EFD_ECO_101515                                                                               
EFD014881295, 14803,  119,161234         ,AP262094  ,151015,         4573.8600 ,  1.00,           45.7386 ,EFD_ECO_101515                                                                               
EFD014881296, 14803,  121,161235         ,AP262094  ,151015,        25839.2400 ,  1.00,          258.3924 ,EFD_ECO_101515                                                                               
EFD014881297, 14803,  122,161236         ,AP262094  ,151015,        25591.0000 ,  1.00,          255.9100 ,EFD_ECO_101515                                                                               
EFD014881298, 14803,  123,161237         ,AP262094  ,151015,         5847.0800 ,  1.00,           58.4708 ,EFD_ECO_101515                                                                               
EFD014881299, 14803,  124,161239         ,AP262094  ,151015,         5234.0200 ,  1.00,           52.3402 ,EFD_ECO_101515                                                                               
