Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014666745, 10368,  857,171550         ,AP059002  ,151015,         2183.1700 ,  2.00,           43.6634 ,EFD_ECO_101515                                                                               
EFD014666746, 10368,  858,171551         ,AP059002  ,151015,         4012.2100 ,  2.00,           80.2442 ,EFD_ECO_101515                                                                               
EFD014666747, 10368,  861,171552         ,AP059002  ,151015,         8350.3700 ,  2.00,          167.0074 ,EFD_ECO_101515                                                                               
EFD014666748, 10368,  856,171554         ,AP059002  ,151015,         4854.4000 ,  2.00,           97.0880 ,EFD_ECO_101515                                                                               
EFD014666749, 18564,  863,169041         ,AP059002  ,151015,         7569.2040 ,   .75,           56.7690 ,EFD_ECO_101515                                                                               
EFD014666750, 12920,  863,165130         ,AP059002  ,151015,        16242.0000 ,   .25,           40.6050 ,EFD_ECO_101515                                                                               
EFD014666751, 10088,  861,167265         ,AP059002  ,151015,         1574.8130 ,   .25,            3.9370 ,EFD_ECO_101515                                                                               
EFD014666752, 10088,  861,171334         ,AP059002  ,151015,        84378.9180 ,   .25,          210.9472 ,EFD_ECO_101515                                                                               
EFD014666753, 11460,  861,171805         ,AP059002  ,151015,         7988.9340 ,   .50,           39.9446 ,EFD_ECO_101515                                                                               
EFD014666754, 10762,  861,171322         ,AP059002  ,151015,          628.6000 ,  1.00,            6.2860 ,EFD_ECO_101515                                                                               
EFD014666755, 13481,  861,171802         ,AP059002  ,151015,         3079.5000 ,   .50,           15.3975 ,EFD_ECO_101515                                                                               
EFD014666756, 10933,  857,171792         ,AP059002  ,151015,        75015.2520 ,   .18,          135.0274 ,EFD_ECO_101515                                                                               
EFD014666757, 10933,  859,171793         ,AP059002  ,151015,        77920.3900 ,   .18,          140.2567 ,EFD_ECO_101515                                                                               
EFD014666758, 10933,  860,171794         ,AP059002  ,151015,        40937.5080 ,   .18,           73.6875 ,EFD_ECO_101515                                                                               
EFD014666759, 10933,  861,171795         ,AP059002  ,151015,       143306.7320 ,   .18,          257.9521 ,EFD_ECO_101515                                                                               
EFD014666760, 10933,  863,171796         ,AP059002  ,151015,        50590.2700 ,   .18,           91.0624 ,EFD_ECO_101515                                                                               
EFD014666761, 12864,  855,167152         ,AP059002  ,151015,         1846.4900 ,  1.00,           18.4649 ,EFD_ECO_101515                                                                               
EFD014666762, 12864,  856,167153         ,AP059002  ,151015,          107.6900 ,  1.00,            1.0769 ,EFD_ECO_101515                                                                               
EFD014666763, 12864,  860,167157         ,AP059002  ,151015,          339.2500 ,  1.00,            3.3925 ,EFD_ECO_101515                                                                               
EFD014666764, 12864,  861,167158         ,AP059002  ,151015,         3093.3300 ,  1.00,           30.9333 ,EFD_ECO_101515                                                                               
EFD014666765, 12864,  862,167159         ,AP059002  ,151015,         3439.0400 ,  1.00,           34.3904 ,EFD_ECO_101515                                                                               
EFD014666766, 13528,  855,168139         ,AP059002  ,151015,         8368.9700 ,  1.00,           83.6897 ,EFD_ECO_101515                                                                               
EFD014666767, 13528,  857,168141         ,AP059002  ,151015,         4431.2500 ,  1.00,           44.3125 ,EFD_ECO_101515                                                                               
EFD014666768, 13528,  859,168142         ,AP059002  ,151015,        14548.4000 ,  1.00,          145.4840 ,EFD_ECO_101515                                                                               
EFD014666769, 13528,  860,168143         ,AP059002  ,151015,         1750.4800 ,  1.00,           17.5048 ,EFD_ECO_101515                                                                               
EFD014666770, 13528,  861,168144         ,AP059002  ,151015,         2211.1700 ,  1.00,           22.1117 ,EFD_ECO_101515                                                                               
EFD014666771, 13528,  862,168145         ,AP059002  ,151015,           17.4200 ,  1.00,             .1742 ,EFD_ECO_101515                                                                               
EFD014666772, 13528,  855,171590         ,AP059002  ,151015,         2534.0000 ,  1.00,           25.3400 ,EFD_ECO_101515                                                                               
EFD014666773, 13528,  857,171592         ,AP059002  ,151015,         2254.0000 ,  1.00,           22.5400 ,EFD_ECO_101515                                                                               
EFD014666774, 13528,  859,171593         ,AP059002  ,151015,         7742.0000 ,  1.00,           77.4200 ,EFD_ECO_101515                                                                               
EFD014666775, 13528,  860,171594         ,AP059002  ,151015,          532.0000 ,  1.00,            5.3200 ,EFD_ECO_101515                                                                               
EFD014666776, 13528,  861,171595         ,AP059002  ,151015,          756.0000 ,  1.00,            7.5600 ,EFD_ECO_101515                                                                               
EFD014666777, 12399,  859,165095         ,AP059002  ,151015,          153.0000 ,   .75,            1.1475 ,EFD_ECO_101515                                                                               
EFD014666778, 12399,  855,165542         ,AP059002  ,151015,          170.0000 ,   .75,            1.2750 ,EFD_ECO_101515                                                                               
EFD014666779, 12399,  856,165781         ,AP059002  ,151015,           85.0000 ,   .75,             .6375 ,EFD_ECO_101515                                                                               
EFD014666780, 12984,  858,167145         ,AP059002  ,151015,           38.2500 ,  1.00,             .3825 ,EFD_ECO_101515                                                                               
EFD014666781, 18551,  861,169838         ,AP059002  ,151015,          654.0000 ,  1.00,            6.5400 ,EFD_ECO_101515                                                                               
EFD014666782, 18551,  862,169840         ,AP059002  ,151015,          659.2500 ,  1.00,            6.5925 ,EFD_ECO_101515                                                                               
