Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014661814, 10368,  857,171550         ,AP013792  ,150731,         3975.2600 ,  2.00,           79.5052 ,EFD_ECO_073115                                                                               
EFD014661815, 10368,  858,171551         ,AP013792  ,150731,         4311.4000 ,  2.00,           86.2280 ,EFD_ECO_073115                                                                               
EFD014661816, 10368,  861,171552         ,AP013792  ,150731,        16817.9900 ,  2.00,          336.3598 ,EFD_ECO_073115                                                                               
EFD014661817, 10368,  859,171553         ,AP013792  ,150731,           49.9800 ,  2.00,             .9996 ,EFD_ECO_073115                                                                               
EFD014661818, 10368,  856,171554         ,AP013792  ,150731,        10003.4800 ,  2.00,          200.0696 ,EFD_ECO_073115                                                                               
EFD014661819, 18564,  863,169041         ,AP013792  ,150731,        13415.2760 ,   .75,          100.6145 ,EFD_ECO_073115                                                                               
EFD014661820, 12920,  863,165130         ,AP013792  ,150731,        36202.5000 ,   .25,           90.5062 ,EFD_ECO_073115                                                                               
EFD014661821, 10088,  861,167265         ,AP013792  ,150731,         4543.1260 ,   .25,           11.3578 ,EFD_ECO_073115                                                                               
EFD014661822, 10088,  861,171334         ,AP013792  ,150731,        14635.3150 ,   .25,           36.5882 ,EFD_ECO_073115                                                                               
EFD014661823, 10762,  861,171322         ,AP013792  ,150731,         4239.2000 ,  1.00,           42.3920 ,EFD_ECO_073115                                                                               
EFD014661824, 10933,  857,171583         ,AP013792  ,150731,       214470.7760 ,   .18,          386.0473 ,EFD_ECO_073115                                                                               
EFD014661825, 10933,  861,171584         ,AP013792  ,150731,       227472.6080 ,   .18,          409.4506 ,EFD_ECO_073115                                                                               
EFD014661826, 10933,  863,171586         ,AP013792  ,150731,       251757.6820 ,   .18,          453.1638 ,EFD_ECO_073115                                                                               
EFD014661827, 12864,  855,167152         ,AP013792  ,150731,           82.7900 ,  1.00,             .8279 ,EFD_ECO_073115                                                                               
EFD014661828, 12864,  856,167153         ,AP013792  ,150731,          107.6900 ,  1.00,            1.0769 ,EFD_ECO_073115                                                                               
EFD014661829, 12864,  861,167158         ,AP013792  ,150731,          273.2700 ,  1.00,            2.7327 ,EFD_ECO_073115                                                                               
EFD014661830, 12864,  862,167159         ,AP013792  ,150731,           45.4400 ,  1.00,             .4544 ,EFD_ECO_073115                                                                               
EFD014661831, 13528,  861,167574         ,AP013792  ,150731,           13.6000 ,  1.00,             .1360 ,EFD_ECO_073115                                                                               
EFD014661832, 13528,  855,168139         ,AP013792  ,150731,        25257.6400 ,  1.00,          252.5764 ,EFD_ECO_073115                                                                               
EFD014661833, 13528,  857,168141         ,AP013792  ,150731,        12875.9200 ,  1.00,          128.7592 ,EFD_ECO_073115                                                                               
EFD014661834, 13528,  859,168142         ,AP013792  ,150731,        49677.4000 ,  1.00,          496.7740 ,EFD_ECO_073115                                                                               
EFD014661835, 13528,  860,168143         ,AP013792  ,150731,         4228.7400 ,  1.00,           42.2874 ,EFD_ECO_073115                                                                               
EFD014661836, 13528,  861,168144         ,AP013792  ,150731,         8188.3900 ,  1.00,           81.8839 ,EFD_ECO_073115                                                                               
EFD014661837, 13528,  862,168145         ,AP013792  ,150731,        12685.1300 ,  1.00,          126.8513 ,EFD_ECO_073115                                                                               
EFD014661838, 13528,  855,171590         ,AP013792  ,150731,          532.0000 ,  1.00,            5.3200 ,EFD_ECO_073115                                                                               
EFD014661839, 13528,  857,171592         ,AP013792  ,150731,           98.0000 ,  1.00,             .9800 ,EFD_ECO_073115                                                                               
EFD014661840, 13528,  859,171593         ,AP013792  ,150731,         4452.0000 ,  1.00,           44.5200 ,EFD_ECO_073115                                                                               
EFD014661841, 13528,  860,171594         ,AP013792  ,150731,           70.0000 ,  1.00,             .7000 ,EFD_ECO_073115                                                                               
EFD014661842, 13528,  861,171595         ,AP013792  ,150731,          154.0000 ,  1.00,            1.5400 ,EFD_ECO_073115                                                                               
EFD014661843, 13528,  862,171596         ,AP013792  ,150731,           70.0000 ,  1.00,             .7000 ,EFD_ECO_073115                                                                               
EFD014661844, 12399,  860,165065         ,AP013792  ,150731,          188.0000 ,   .75,            1.4100 ,EFD_ECO_073115                                                                               
