Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014921122, 17727,  103,163556         ,AP262123  ,151115,        55052.9610 ,   .25,          137.6324 ,EFD_ECO_111515                                                                               
EFD014921123, 17727,  114,163559         ,AP262123  ,151115,        66790.7840 ,   .25,          166.9769 ,EFD_ECO_111515                                                                               
EFD014921124, 17727,  121,163561         ,AP262123  ,151115,          286.9890 ,   .25,             .7174 ,EFD_ECO_111515                                                                               
EFD014921125, 17727,  103,163562         ,AP262123  ,151115,        31649.1980 ,   .25,           79.1229 ,EFD_ECO_111515                                                                               
EFD014921126, 17727,  129,163564         ,AP262123  ,151115,          230.7210 ,   .25,             .5768 ,EFD_ECO_111515                                                                               
EFD014921127, 17727,  166,163567         ,AP262123  ,151115,        61702.8180 ,   .25,          154.2570 ,EFD_ECO_111515                                                                               
EFD014921128, 17727,  185,163569         ,AP262123  ,151115,        20248.8650 ,   .25,           50.6221 ,EFD_ECO_111515                                                                               
EFD014921129, 17727,  114,163575         ,AP262123  ,151115,        30141.9290 ,   .25,           75.3548 ,EFD_ECO_111515                                                                               
EFD014921130, 17727,  283,163578         ,AP262123  ,151115,           11.6160 ,   .25,             .0290 ,EFD_ECO_111515                                                                               
EFD014921131, 17727,  121,163581         ,AP262123  ,151115,         1589.4040 ,   .25,            3.9735 ,EFD_ECO_111515                                                                               
EFD014921132, 17727,  709,163582         ,AP262123  ,151115,        53758.2300 ,   .25,          134.3955 ,EFD_ECO_111515                                                                               
EFD014921133, 17727,  129,163583         ,AP262123  ,151115,          503.3770 ,   .25,            1.2584 ,EFD_ECO_111515                                                                               
EFD014921134, 17727,  106,163584         ,AP262123  ,151115,       119474.9230 ,   .25,          298.6873 ,EFD_ECO_111515                                                                               
EFD014921135, 17727,  112,163587         ,AP262123  ,151115,          694.6530 ,   .25,            1.7366 ,EFD_ECO_111515                                                                               
EFD014921136, 17727,  116,163588         ,AP262123  ,151115,       167654.5390 ,   .25,          419.1363 ,EFD_ECO_111515                                                                               
EFD014921137, 17727,  713,163590         ,AP262123  ,151115,        36615.0860 ,   .25,           91.5377 ,EFD_ECO_111515                                                                               
EFD014921138, 17727,  265,163595         ,AP262123  ,151115,       153400.4120 ,   .25,          383.5010 ,EFD_ECO_111515                                                                               
EFD014921139, 17727,  166,163598         ,AP262123  ,151115,        29238.2150 ,   .25,           73.0955 ,EFD_ECO_111515                                                                               
EFD014921140, 17727,  728,163601         ,AP262123  ,151115,        17045.4790 ,   .25,           42.6136 ,EFD_ECO_111515                                                                               
EFD014921141, 17727,  701,163603         ,AP262123  ,151115,       189747.0540 ,   .25,          474.3676 ,EFD_ECO_111515                                                                               
EFD014921142, 17727,  731,163604         ,AP262123  ,151115,        40976.4190 ,   .25,          102.4410 ,EFD_ECO_111515                                                                               
EFD014921143, 17727,  706,163607         ,AP262123  ,151115,       210897.4240 ,   .25,          527.2435 ,EFD_ECO_111515                                                                               
EFD014921144, 17727,  830,163609         ,AP262123  ,151115,         9976.7670 ,   .25,           24.9419 ,EFD_ECO_111515                                                                               
EFD014921145, 17727,  717,163610         ,AP262123  ,151115,       305422.1490 ,   .25,          763.5553 ,EFD_ECO_111515                                                                               
EFD014921146, 17727,  731,163617         ,AP262123  ,151115,        24083.6320 ,   .25,           60.2090 ,EFD_ECO_111515                                                                               
EFD014921147, 17727,  830,163618         ,AP262123  ,151115,        23111.6270 ,   .25,           57.7790 ,EFD_ECO_111515                                                                               
EFD014921148, 17727,  728,163619         ,AP262123  ,151115,        10530.7860 ,   .25,           26.3269 ,EFD_ECO_111515                                                                               
EFD014921149, 17727,  185,163620         ,AP262123  ,151115,        20022.1490 ,   .25,           50.0553 ,EFD_ECO_111515                                                                               
EFD014921150, 17727,  713,163624         ,AP262123  ,151115,        10741.0970 ,   .25,           26.8527 ,EFD_ECO_111515                                                                               
EFD014921151, 17727,  709,163627         ,AP262123  ,151115,        17652.3660 ,   .25,           44.1309 ,EFD_ECO_111515                                                                               
EFD014921152, 17727,  283,163630         ,AP262123  ,151115,           73.3930 ,   .25,             .1834 ,EFD_ECO_111515                                                                               
EFD014921153, 10156,  101,141048         ,AP262123  ,151115,         2615.1860 ,   .50,           13.0759 ,EFD_ECO_111515                                                                               
EFD014921154, 10156,  102,141049         ,AP262123  ,151115,         2365.6980 ,   .50,           11.8284 ,EFD_ECO_111515                                                                               
EFD014921155, 10156,  106,141051         ,AP262123  ,151115,         6067.4060 ,   .50,           30.3370 ,EFD_ECO_111515                                                                               
EFD014921156, 10156,  108,141052         ,AP262123  ,151115,         4453.6850 ,   .50,           22.2684 ,EFD_ECO_111515                                                                               
EFD014921157, 10156,  109,141053         ,AP262123  ,151115,         4147.9180 ,   .50,           20.7395 ,EFD_ECO_111515                                                                               
EFD014921158, 10156,  115,141058         ,AP262123  ,151115,         3351.4370 ,   .50,           16.7571 ,EFD_ECO_111515                                                                               
EFD014921159, 10156,  116,141059         ,AP262123  ,151115,         5287.7970 ,   .50,           26.4389 ,EFD_ECO_111515                                                                               
EFD014921160, 10156,  118,141060         ,AP262123  ,151115,         3158.8990 ,   .50,           15.7944 ,EFD_ECO_111515                                                                               
EFD014921161, 10156,  119,141061         ,AP262123  ,151115,         7073.6960 ,   .50,           35.3684 ,EFD_ECO_111515                                                                               
EFD014921162, 10156,  121,141062         ,AP262123  ,151115,         5511.1430 ,   .50,           27.5557 ,EFD_ECO_111515                                                                               
EFD014921163, 10156,  122,141063         ,AP262123  ,151115,          926.7630 ,   .50,            4.6338 ,EFD_ECO_111515                                                                               
EFD014921164, 10156,  156,141070         ,AP262123  ,151115,         1961.1410 ,   .50,            9.8057 ,EFD_ECO_111515                                                                               
EFD014921165, 10156,  147,141072         ,AP262123  ,151115,          988.6640 ,   .50,            4.9433 ,EFD_ECO_111515                                                                               
EFD014921166, 10225,  726,101842         ,AP262123  ,151115,        71912.5060 ,   .25,          179.7812 ,EFD_ECO_111515                                                                               
EFD014921167, 10225,  726,101843         ,AP262123  ,151115,          499.2450 ,   .25,            1.2481 ,EFD_ECO_111515                                                                               
EFD014921168, 10225,  163,112017         ,AP262123  ,151115,         7451.4580 ,   .25,           18.6286 ,EFD_ECO_111515                                                                               
EFD014921169, 10225,  163,112036         ,AP262123  ,151115,        22766.6460 ,   .25,           56.9166 ,EFD_ECO_111515                                                                               
EFD014921170, 10225,  163,112039         ,AP262123  ,151115,         2833.2240 ,   .25,            7.0830 ,EFD_ECO_111515                                                                               
EFD014921171, 10225,  730,112043         ,AP262123  ,151115,         2651.1110 ,   .25,            6.6277 ,EFD_ECO_111515                                                                               
EFD014921172, 10225,  730,112044         ,AP262123  ,151115,        54449.3420 ,   .25,          136.1233 ,EFD_ECO_111515                                                                               
EFD014921173, 10225,  730,112045         ,AP262123  ,151115,         2431.2970 ,   .25,            6.0782 ,EFD_ECO_111515                                                                               
EFD014921174, 10225,  170,112047         ,AP262123  ,151115,         2949.6880 ,   .25,            7.3742 ,EFD_ECO_111515                                                                               
EFD014921175, 10225,  160,112051         ,AP262123  ,151115,         1175.9740 ,   .25,            2.9399 ,EFD_ECO_111515                                                                               
EFD014921176, 10225,  124,112052         ,AP262123  ,151115,         1615.5040 ,   .25,            4.0387 ,EFD_ECO_111515                                                                               
EFD014921177, 10225,  187,112993         ,AP262123  ,151115,           47.5080 ,   .25,             .1187 ,EFD_ECO_111515                                                                               
