Inv Number,Ven Code,Ven Name,Store,Str Name,PO Number,RCR Number,RCR Date,RCR Amount,EFD Rate,EFD Amount,EFD Notes                                                                                      
EFD014671134,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000039647,0000029630,151207,        30996.5100 ,   .35,          108.4878 ,EFD_EDI_121515                                       
EFD014671134,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000039664,0000029331,151204,         3765.0000 ,   .35,           13.1775 ,EFD_EDI_121515                                       
EFD014671134,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000040000,0000029330,151204,         1912.7748 ,   .35,            6.6947 ,EFD_EDI_121515                                       
EFD014671134,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000041615,0000031625,151215,        15704.2944 ,   .35,           54.9650 ,EFD_EDI_121515                                       
EFD014671135,010009,ABSOLUTE SALES CORPORATION         ,00856,NENEM   ,0000040001,0000030107,151208,         2267.5392 ,   .35,            7.9364 ,EFD_EDI_121515                                       
EFD014671136,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000039651,0000029657,151207,        42582.0060 ,   .35,          149.0370 ,EFD_EDI_121515                                       
EFD014671136,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000039665,0000029329,151204,         7530.0000 ,   .35,           26.3550 ,EFD_EDI_121515                                       
EFD014671136,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000040004,0000029332,151204,        15598.7176 ,   .35,           54.5955 ,EFD_EDI_121515                                       
EFD014671137,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000036901,0000031409,151214,        17049.3515 ,   .35,           59.6727 ,EFD_EDI_121515                                       
EFD014671137,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000038279,0000031408,151214,         3595.7016 ,   .35,           12.5850 ,EFD_EDI_121515                                       
EFD014671137,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000039652,0000031412,151214,        26679.1980 ,   .35,           93.3772 ,EFD_EDI_121515                                       
EFD014671137,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000039667,0000031411,151214,         7530.0000 ,   .35,           26.3550 ,EFD_EDI_121515                                       
EFD014671137,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000040005,0000031413,151214,         1739.2008 ,   .35,            6.0872 ,EFD_EDI_121515                                       
EFD014671137,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000041462,0000031414,151214,        18955.8208 ,   .35,           66.3454 ,EFD_EDI_121515                                       
EFD014671137,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000041622,0000031410,151214,         9991.0080 ,   .35,           34.9685 ,EFD_EDI_121515                                       
EFD014671138,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000039653,0000030084,151208,        23976.4956 ,   .35,           83.9177 ,EFD_EDI_121515                                       
EFD014671138,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000039668,0000030083,151208,         3765.0000 ,   .35,           13.1775 ,EFD_EDI_121515                                       
EFD014671138,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000040006,0000029362,151204,        10032.5776 ,   .35,           35.1140 ,EFD_EDI_121515                                       
EFD014671138,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000041474,0000031565,151215,        70662.3368 ,   .35,          247.3182 ,EFD_EDI_121515                                       
EFD014671138,010009,ABSOLUTE SALES CORPORATION         ,00861,NESBSPA ,0000041623,0000031566,151215,        19982.0160 ,   .35,           69.9371 ,EFD_EDI_121515                                       
EFD014671139,010009,ABSOLUTE SALES CORPORATION         ,00862,NEBSSCR ,0000039654,0000029910,151207,        20011.2036 ,   .35,           70.0392 ,EFD_EDI_121515                                       
EFD014671139,010009,ABSOLUTE SALES CORPORATION         ,00862,NEBSSCR ,0000040007,0000029909,151207,         5334.6448 ,   .35,           18.6713 ,EFD_EDI_121515                                       
EFD014671140,010009,ABSOLUTE SALES CORPORATION         ,00863,NESBSBL ,0000038282,0000029543,151205,         7805.8368 ,   .35,           27.3204 ,EFD_EDI_121515                                       
EFD014671140,010009,ABSOLUTE SALES CORPORATION         ,00863,NESBSBL ,0000039655,0000029541,151205,        97085.4960 ,   .35,          339.7992 ,EFD_EDI_121515                                       
EFD014671140,010009,ABSOLUTE SALES CORPORATION         ,00863,NESBSBL ,0000040008,0000029542,151205,         6904.4520 ,   .35,           24.1656 ,EFD_EDI_121515                                       
EFD014671141,010013,ACS MFG. CORP.                     ,00858,NESSA   ,0000038475,0000029578,151205,        14219.6040 ,  1.00,          142.1960 ,EFD_EDI_121515                                       
EFD014671141,010013,ACS MFG. CORP.                     ,00858,NESSA   ,0000039865,0000030797,151211,         2746.5480 ,  1.00,           27.4655 ,EFD_EDI_121515                                       
EFD014671141,010013,ACS MFG. CORP.                     ,00858,NESSA   ,0000040038,0000030795,151211,        23496.4800 ,  1.00,          234.9648 ,EFD_EDI_121515                                       
EFD014671141,010013,ACS MFG. CORP.                     ,00858,NESSA   ,0000040358,0000030796,151211,         3990.1680 ,  1.00,           39.9017 ,EFD_EDI_121515                                       
EFD014671142,010013,ACS MFG. CORP.                     ,00859,NESBSCI ,0000037316,0000030585,151210,        10001.8800 ,  1.00,          100.0188 ,EFD_EDI_121515                                       
EFD014671142,010013,ACS MFG. CORP.                     ,00859,NESBSCI ,0000039866,0000030580,151210,          910.2240 ,  1.00,            9.1022 ,EFD_EDI_121515                                       
EFD014671142,010013,ACS MFG. CORP.                     ,00859,NESBSCI ,0000040039,0000030582,151210,        10329.9840 ,  1.00,          103.2998 ,EFD_EDI_121515                                       
EFD014671142,010013,ACS MFG. CORP.                     ,00859,NESBSCI ,0000040083,0000030583,151210,         4096.0080 ,  1.00,           40.9601 ,EFD_EDI_121515                                       
EFD014671142,010013,ACS MFG. CORP.                     ,00859,NESBSCI ,0000040368,0000030581,151210,        26909.8200 ,  1.00,          269.0982 ,EFD_EDI_121515                                       
EFD014671143,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000034350,0000030856,151211,        41118.8400 ,  1.00,          411.1884 ,EFD_EDI_121515                                       
EFD014671143,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000035033,0000030857,151211,        57767.4720 ,  1.00,          577.6747 ,EFD_EDI_121515                                       
EFD014671143,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000037317,0000030859,151211,        39054.9600 ,  1.00,          390.5496 ,EFD_EDI_121515                                       
EFD014671143,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000039869,0000030860,151211,        19781.4960 ,  1.00,          197.8150 ,EFD_EDI_121515                                       
EFD014671143,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000040043,0000030861,151211,        22395.7440 ,  1.00,          223.9574 ,EFD_EDI_121515                                       
EFD014671143,010013,ACS MFG. CORP.                     ,00863,NESBSBL ,0000040372,0000030858,151211,         4524.6600 ,  1.00,           45.2466 ,EFD_EDI_121515                                       
EFD014671144,010014,ADESTECK MARKETING                 ,00855,NESUP   ,0000038717,0000029089,151203,         5642.0480 ,  4.50,          253.8922 ,EFD_CHA_121515                                       
EFD014671145,010014,ADESTECK MARKETING                 ,00856,NENEM   ,0000038718,0000028989,151203,         6733.2800 ,  4.50,          302.9976 ,EFD_CHA_121515                                       
EFD014671145,010014,ADESTECK MARKETING                 ,00856,NENEM   ,0000040009,0000031032,151213,          326.8000 ,  4.50,           14.7060 ,EFD_CHA_121515                                       
EFD014671146,010014,ADESTECK MARKETING                 ,00857,NESBSSJ ,0000038719,0000029661,151207,         6216.7968 ,  4.50,          279.7559 ,EFD_CHA_121515                                       
EFD014671147,010014,ADESTECK MARKETING                 ,00858,NESSA   ,0000038720,0000029848,151207,         3004.0800 ,  6.50,          195.2652 ,EFD_CHA_121515                                       
EFD014671148,010014,ADESTECK MARKETING                 ,00859,NESBSCI ,0000038722,0000028890,151203,         5719.0000 ,  4.50,          257.3550 ,EFD_CHA_121515                                       
EFD014671148,010014,ADESTECK MARKETING                 ,00859,NESBSCI ,0000040019,0000030349,151209,          326.8000 ,  4.50,           14.7060 ,EFD_CHA_121515                                       
EFD014671149,010014,ADESTECK MARKETING                 ,00860,NESBSBA ,0000038723,0000028413,151201,         5165.9250 ,  4.50,          232.4666 ,EFD_CHA_121515                                       
EFD014671149,010014,ADESTECK MARKETING                 ,00860,NESBSBA ,0000040020,0000030257,151209,         5165.9250 ,  4.50,          232.4666 ,EFD_CHA_121515                                       
EFD014671150,010014,ADESTECK MARKETING                 ,00861,NESBSPA ,0000038724,0000028490,151201,         3921.6000 ,  4.50,          176.4720 ,EFD_CHA_121515                                       
EFD014671150,010014,ADESTECK MARKETING                 ,00861,NESBSPA ,0000040021,0000029863,151207,         2124.2000 ,  4.50,           95.5890 ,EFD_CHA_121515                                       
EFD014671151,010014,ADESTECK MARKETING                 ,00862,NEBSSCR ,0000038725,0000028731,151202,          817.0000 ,  4.50,           36.7650 ,EFD_CHA_121515                                       
EFD014671152,010014,ADESTECK MARKETING                 ,00863,NESBSBL ,0000038726,0000030672,151211,         5228.8000 ,  6.50,          339.8720 ,EFD_CHA_121515                                       
EFD014671153,010020,ALASKA MILK CORP.                  ,00855,NESUP   ,0000038889,0000031235,151214,        54685.8360 ,   .35,          191.4004 ,EFD_EDI_121515                                       
