Inv Number,Ven Code,Ven Name,Store,Str Name,PO Number,RCR Number,RCR Date,RCR Amount,EFD Rate,EFD Amount,EFD Notes                                                                                      
EFD014661388,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000001901,0000000433,150710,         9938.4433 ,   .35,           34.7846 ,EFD_EDI_071515                                       
EFD014661388,010009,ABSOLUTE SALES CORPORATION         ,00855,NESUP   ,0000002057,0000000434,150710,        19964.5440 ,   .35,           69.8759 ,EFD_EDI_071515                                       
EFD014661389,010009,ABSOLUTE SALES CORPORATION         ,00857,NESBSSJ ,0000001904,0000000786,150714,         7972.5636 ,   .35,           27.9040 ,EFD_EDI_071515                                       
EFD014661389,010009,ABSOLUTE SALES CORPORATION         ,00857,NESBSSJ ,0000002059,0000000787,150714,         6489.7872 ,   .35,           22.7143 ,EFD_EDI_071515                                       
EFD014661390,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000001203,0000000082,150703,        54042.0710 ,   .35,          189.1472 ,EFD_EDI_071515                                       
EFD014661390,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000001906,0000000840,150715,        19254.8253 ,   .35,           67.3919 ,EFD_EDI_071515                                       
EFD014661390,010009,ABSOLUTE SALES CORPORATION         ,00859,NESBSCI ,0000002061,0000000841,150715,         6489.7872 ,   .35,           22.7143 ,EFD_EDI_071515                                       
EFD014661391,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000001907,0000000773,150714,         3111.4187 ,   .35,           10.8900 ,EFD_EDI_071515                                       
EFD014661391,010009,ABSOLUTE SALES CORPORATION         ,00860,NESBSBA ,0000002063,0000000774,150714,         8483.6208 ,   .35,           29.6927 ,EFD_EDI_071515                                       
EFD014661392,010009,ABSOLUTE SALES CORPORATION         ,00862,NEBSSCR ,0000001400,0000000204,150707,        22023.5120 ,   .35,           77.0823 ,EFD_EDI_071515                                       
EFD014661392,010009,ABSOLUTE SALES CORPORATION         ,00862,NEBSSCR ,0000001911,0000000770,150714,        20002.4997 ,   .35,           70.0087 ,EFD_EDI_071515                                       
EFD014661392,010009,ABSOLUTE SALES CORPORATION         ,00862,NEBSSCR ,0000002065,0000000771,150714,         8492.3568 ,   .35,           29.7232 ,EFD_EDI_071515                                       
EFD014661393,010013,ACS MFG. CORP.                     ,00856,NENEM   ,0000002150,0000000358,150709,        12335.6520 ,  1.00,          123.3565 ,EFD_EDI_071515                                       
EFD014661393,010013,ACS MFG. CORP.                     ,00856,NENEM   ,0000002151,0000000329,150709,        10118.3040 ,  1.00,          101.1830 ,EFD_EDI_071515                                       
EFD014661393,010013,ACS MFG. CORP.                     ,00856,NENEM   ,0000002152,0000000328,150709,        43161.5520 ,  1.00,          431.6155 ,EFD_EDI_071515                                       
EFD014661394,010013,ACS MFG. CORP.                     ,00858,NESSA   ,0000001254,0000000104,150703,         9239.8320 ,  1.00,           92.3983 ,EFD_EDI_071515                                       
EFD014661395,010013,ACS MFG. CORP.                     ,00860,NESBSBA ,0000001409,0000000187,150706,         8440.7400 ,  1.00,           84.4074 ,EFD_EDI_071515                                       
