Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014200522, 17727,  134,163462         ,AP251882  ,150215,          457.6800 ,   .25,            1.1442 ,EFD_ECO_021515                                                                               
EFD014200523, 17727,  166,163464         ,AP251882  ,150215,          327.5200 ,   .25,             .8188 ,EFD_ECO_021515                                                                               
EFD014200524, 17727,  279,163467         ,AP251882  ,150215,         4505.5200 ,   .25,           11.2638 ,EFD_ECO_021515                                                                               
EFD014200525, 17727,  701,163470         ,AP251882  ,150215,         1284.9200 ,   .25,            3.2123 ,EFD_ECO_021515                                                                               
EFD014200526, 17727,  706,163471         ,AP251882  ,150215,         2674.7200 ,   .25,            6.6868 ,EFD_ECO_021515                                                                               
EFD014200527, 17727,  823,163474         ,AP251882  ,150215,         1230.3200 ,   .25,            3.0758 ,EFD_ECO_021515                                                                               
EFD014200528, 17727,  732,163475         ,AP251882  ,150215,          121.7600 ,   .25,             .3044 ,EFD_ECO_021515                                                                               
EFD014200529, 17727,  103,163556         ,AP251882  ,150215,        65445.9280 ,   .25,          163.6148 ,EFD_ECO_021515                                                                               
EFD014200530, 17727,  114,163559         ,AP251882  ,150215,        52083.0820 ,   .25,          130.2077 ,EFD_ECO_021515                                                                               
EFD014200531, 17727,  121,163561         ,AP251882  ,150215,        67688.4620 ,   .25,          169.2211 ,EFD_ECO_021515                                                                               
EFD014200532, 17727,  103,163562         ,AP251882  ,150215,        48404.6990 ,   .25,          121.0117 ,EFD_ECO_021515                                                                               
EFD014200533, 17727,  129,163564         ,AP251882  ,150215,        61738.7350 ,   .25,          154.3468 ,EFD_ECO_021515                                                                               
EFD014200534, 17727,  134,163566         ,AP251882  ,150215,        73603.5890 ,   .25,          184.0089 ,EFD_ECO_021515                                                                               
EFD014200535, 17727,  166,163567         ,AP251882  ,150215,        55351.3810 ,   .25,          138.3784 ,EFD_ECO_021515                                                                               
EFD014200536, 17727,  185,163569         ,AP251882  ,150215,        17321.0760 ,   .25,           43.3026 ,EFD_ECO_021515                                                                               
EFD014200537, 17727,  186,163570         ,AP251882  ,150215,        74687.5520 ,   .25,          186.7188 ,EFD_ECO_021515                                                                               
EFD014200538, 17727,  199,163571         ,AP251882  ,150215,        15845.7600 ,   .25,           39.6144 ,EFD_ECO_021515                                                                               
EFD014200539, 17727,  249,163572         ,AP251882  ,150215,         1531.0710 ,   .25,            3.8276 ,EFD_ECO_021515                                                                               
EFD014200540, 17727,  270,163574         ,AP251882  ,150215,        13471.3250 ,   .25,           33.6783 ,EFD_ECO_021515                                                                               
EFD014200541, 17727,  114,163575         ,AP251882  ,150215,        20234.6470 ,   .25,           50.5866 ,EFD_ECO_021515                                                                               
EFD014200542, 17727,  276,163576         ,AP251882  ,150215,         3325.0680 ,   .25,            8.3126 ,EFD_ECO_021515                                                                               
EFD014200543, 17727,  283,163578         ,AP251882  ,150215,        21924.6040 ,   .25,           54.8115 ,EFD_ECO_021515                                                                               
EFD014200544, 17727,  285,163579         ,AP251882  ,150215,        18196.9370 ,   .25,           45.4923 ,EFD_ECO_021515                                                                               
EFD014200545, 17727,  121,163581         ,AP251882  ,150215,        58773.7080 ,   .25,          146.9342 ,EFD_ECO_021515                                                                               
EFD014200546, 17727,  709,163582         ,AP251882  ,150215,        47530.0540 ,   .25,          118.8251 ,EFD_ECO_021515                                                                               
EFD014200547, 17727,  129,163583         ,AP251882  ,150215,        55395.0650 ,   .25,          138.4876 ,EFD_ECO_021515                                                                               
EFD014200548, 17727,  106,163584         ,AP251882  ,150215,       138294.0000 ,   .25,          345.7350 ,EFD_ECO_021515                                                                               
EFD014200549, 17727,  134,163585         ,AP251882  ,150215,        50712.7180 ,   .25,          126.7817 ,EFD_ECO_021515                                                                               
EFD014200550, 17727,  711,163586         ,AP251882  ,150215,        10118.9620 ,   .25,           25.2974 ,EFD_ECO_021515                                                                               
EFD014200551, 17727,  112,163587         ,AP251882  ,150215,       149938.9550 ,   .25,          374.8473 ,EFD_ECO_021515                                                                               
EFD014200552, 17727,  116,163588         ,AP251882  ,150215,       154078.2550 ,   .25,          385.1956 ,EFD_ECO_021515                                                                               
EFD014200553, 17727,  713,163590         ,AP251882  ,150215,        31156.9300 ,   .25,           77.8923 ,EFD_ECO_021515                                                                               
EFD014200554, 17727,  125,163591         ,AP251882  ,150215,       203748.3410 ,   .25,          509.3708 ,EFD_ECO_021515                                                                               
EFD014200555, 17727,  199,163593         ,AP251882  ,150215,        19709.7360 ,   .25,           49.2743 ,EFD_ECO_021515                                                                               
EFD014200556, 17727,  716,163594         ,AP251882  ,150215,        11972.1010 ,   .25,           29.9302 ,EFD_ECO_021515                                                                               
EFD014200557, 17727,  265,163595         ,AP251882  ,150215,       154767.2490 ,   .25,          386.9181 ,EFD_ECO_021515                                                                               
EFD014200558, 17727,  718,163596         ,AP251882  ,150215,        12858.7980 ,   .25,           32.1469 ,EFD_ECO_021515                                                                               
EFD014200559, 17727,  249,163597         ,AP251882  ,150215,        15631.9050 ,   .25,           39.0797 ,EFD_ECO_021515                                                                               
EFD014200560, 17727,  166,163598         ,AP251882  ,150215,        29165.7640 ,   .25,           72.9144 ,EFD_ECO_021515                                                                               
EFD014200561, 17727,  279,163600         ,AP251882  ,150215,       348711.1820 ,   .25,          871.7779 ,EFD_ECO_021515                                                                               
