Inv. Number,Vendor,Store,Contract Number,AP Batch,Cut Off Date,Amt. Payable,Rate,EFD Amount,EFD Notes                                                                                                   
EFD014287406, 14803,  189,143873         ,AP708382  ,150228,          246.4600 ,  1.00,            2.4646 ,EFD_ECO_022815                                                                               
EFD014287407, 14803,  194,143874         ,AP708382  ,150228,         1645.5300 ,  1.00,           16.4553 ,EFD_ECO_022815                                                                               
EFD014287408, 14803,  250,143875         ,AP708382  ,150228,         3235.1100 ,  1.00,           32.3511 ,EFD_ECO_022815                                                                               
EFD014287409, 14803,  261,143876         ,AP708382  ,150228,           10.0300 ,  1.00,             .1003 ,EFD_ECO_022815                                                                               
EFD014287410, 14803,  264,143877         ,AP708382  ,150228,          410.1200 ,  1.00,            4.1012 ,EFD_ECO_022815                                                                               
EFD014287411, 14803,  236,144813         ,AP708382  ,150228,         1692.9200 ,  1.00,           16.9292 ,EFD_ECO_022815                                                                               
EFD014287412, 14803,  101,161217         ,AP708382  ,150228,         3747.0600 ,  1.00,           37.4706 ,EFD_ECO_022815                                                                               
EFD014287413, 14803,  102,161218         ,AP708382  ,150228,         6500.2200 ,  1.00,           65.0022 ,EFD_ECO_022815                                                                               
EFD014287414, 14803,  103,161219         ,AP708382  ,150228,         8510.6200 ,  1.00,           85.1062 ,EFD_ECO_022815                                                                               
EFD014287415, 14803,  104,161220         ,AP708382  ,150228,         8916.3800 ,  1.00,           89.1638 ,EFD_ECO_022815                                                                               
EFD014287416, 14803,  105,161221         ,AP708382  ,150228,         5478.3600 ,  1.00,           54.7836 ,EFD_ECO_022815                                                                               
EFD014287417, 14803,  106,161222         ,AP708382  ,150228,         3938.6000 ,  1.00,           39.3860 ,EFD_ECO_022815                                                                               
EFD014287418, 14803,  107,161223         ,AP708382  ,150228,         4952.5400 ,  1.00,           49.5254 ,EFD_ECO_022815                                                                               
EFD014287419, 14803,  108,161224         ,AP708382  ,150228,         6680.8000 ,  1.00,           66.8080 ,EFD_ECO_022815                                                                               
